Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary
501,0.91,0.84,5,265,5,0,0,technical,medium
502,0.66,0.57,5,161,5,0,0,technical,high
503,0.11,0.87,7,282,5,0,0,technical,low
504,0.43,0.51,2,155,3,0,0,technical,medium
505,0.78,0.83,4,217,6,0,0,support,medium
506,0.11,0.97,6,289,5,0,0,support,medium
507,0.83,0.98,4,259,5,0,0,support,medium
508,0.39,0.54,2,158,3,0,0,support,low
509,0.38,0.55,2,158,3,0,0,support,low
510,0.37,0.57,2,155,3,0,0,support,low
511,0.44,0.48,2,146,3,0,0,support,low
512,0.53,0.85,2,164,5,0,0,support,low
513,0.09,0.96,6,259,4,0,0,support,low
514,0.11,0.89,6,293,4,0,0,support,low
515,0.83,0.96,5,275,5,0,0,support,low
516,0.88,1,5,219,6,1,0,technical,low
517,0.1,0.89,6,247,4,0,0,technical,low
518,0.09,0.86,7,309,4,0,0,technical,low
519,0.44,0.54,2,151,3,0,0,management,low
520,0.39,0.51,2,129,3,0,0,IT,low
521,0.87,0.94,4,274,5,0,0,IT,low
522,0.74,0.99,4,233,5,0,0,IT,low
523,0.1,0.95,7,289,4,0,0,IT,low
524,0.74,0.82,4,239,6,0,0,IT,low
525,0.75,0.99,5,221,5,0,0,product_mng,low
526,0.41,0.56,2,150,3,0,0,product_mng,low
527,0.41,0.45,2,144,3,1,0,product_mng,low
528,0.09,0.9,7,289,4,0,0,product_mng,low
529,0.09,0.8,6,301,5,0,0,IT,medium
530,0.39,0.57,2,145,3,0,0,accounting,medium
531,0.4,0.56,2,137,3,0,0,accounting,medium
532,0.37,0.54,2,131,3,1,0,hr,medium
533,0.1,0.84,6,246,4,0,0,hr,medium
534,0.43,0.51,2,136,3,0,0,hr,medium
535,0.75,0.85,5,240,6,1,0,marketing,medium
536,0.37,0.56,2,156,3,0,0,sales,medium
537,0.11,0.85,6,305,4,0,0,accounting,medium
538,0.45,0.45,2,154,3,1,0,support,medium
539,0.87,1,5,261,5,1,0,technical,medium
540,0.11,0.94,7,244,4,0,0,management,medium
541,0.45,0.54,2,129,3,0,0,marketing,high
542,0.81,0.87,4,254,5,0,0,marketing,low
543,0.77,0.91,5,236,5,0,0,marketing,medium
544,0.89,0.92,5,237,5,0,0,sales,medium
545,0.43,0.49,2,135,3,0,0,sales,medium
546,0.78,1,5,236,5,0,0,sales,medium
547,0.37,0.47,2,149,3,0,0,sales,low
548,0.37,0.5,2,141,3,0,0,sales,low
549,0.85,0.82,4,270,5,0,0,sales,low
550,0.41,0.47,2,138,3,0,0,sales,low
551,0.11,0.96,6,298,4,0,0,sales,low
552,0.75,0.99,5,254,5,0,0,sales,low
553,0.82,0.85,5,248,5,0,0,sales,low
554,0.79,1,5,257,6,0,0,sales,low
555,0.43,0.53,2,150,3,0,0,sales,low
556,0.1,0.9,7,281,4,0,0,sales,low
557,0.46,0.48,2,141,3,1,0,sales,low
558,0.43,0.57,2,157,3,0,0,sales,low
559,0.43,0.55,2,136,3,0,0,sales,low
560,0.11,0.8,7,296,4,0,0,sales,low
561,0.09,0.86,6,279,4,0,0,sales,low
562,0.37,0.53,2,131,3,0,0,sales,low
563,0.4,0.57,2,160,3,0,0,accounting,low
564,0.1,0.77,7,291,4,0,0,accounting,low
565,0.41,0.53,2,157,3,0,0,accounting,low
566,0.79,0.58,3,294,4,0,0,hr,low
567,0.11,0.79,7,310,4,0,0,hr,low
568,0.1,0.97,6,282,4,0,0,hr,medium
569,0.44,0.51,2,134,3,0,0,hr,medium
570,0.25,0.46,4,214,4,0,0,technical,medium
571,0.44,0.52,2,137,3,0,0,technical,medium
572,0.73,1,4,252,5,0,0,technical,medium
573,0.75,0.97,5,243,6,0,0,technical,medium
574,0.36,0.47,2,148,3,0,0,technical,medium
575,0.37,0.49,2,151,3,0,0,technical,medium
576,0.39,0.49,2,129,3,0,0,technical,medium
577,0.48,0.78,2,198,2,0,0,technical,medium
578,0.57,0.72,4,275,6,0,0,technical,medium
579,0.9,0.96,5,243,5,0,0,technical,medium
580,0.39,0.55,2,159,3,0,0,technical,high
581,0.44,0.51,2,145,3,0,0,support,low
582,0.81,0.88,5,242,5,0,0,support,medium
583,0.74,0.87,5,242,5,0,0,support,medium
584,0.44,0.56,2,145,3,0,0,support,medium
585,0.41,0.56,2,154,3,0,1,support,medium
586,0.4,0.51,2,139,3,0,0,support,low
587,0.46,0.57,2,152,3,0,0,support,low
588,0.8,0.83,2,211,3,0,0,support,low
589,0.87,0.9,5,258,5,0,0,support,low
590,0.39,0.54,2,155,3,0,0,support,low
591,0.38,0.55,2,148,3,0,0,support,low
592,0.66,0.67,2,255,3,0,0,technical,low
593,0.1,0.8,6,264,4,0,0,technical,low
594,0.37,0.54,2,132,3,0,0,technical,low
595,0.1,0.77,6,255,4,0,0,management,low
596,0.09,0.87,5,263,4,0,0,IT,low
597,0.86,0.84,5,222,5,0,0,IT,low
598,0.11,0.9,6,263,4,0,0,IT,low
599,0.37,0.46,2,157,3,0,0,IT,low
600,0.11,0.92,7,307,4,0,0,IT,low
601,0.77,0.98,5,259,6,0,0,product_mng,low
602,0.84,0.94,5,222,6,0,0,product_mng,low
603,0.1,0.84,7,250,4,0,0,product_mng,low
604,0.83,0.9,5,245,5,0,0,product_mng,low
605,0.11,0.79,6,292,4,0,0,IT,low
606,0.86,0.92,5,252,5,0,0,RandD,low
607,0.38,0.56,2,161,3,0,0,RandD,medium
608,0.11,0.88,5,250,4,0,0,RandD,medium
609,0.45,0.49,2,134,3,0,0,RandD,medium
610,0.1,0.85,7,279,4,0,0,RandD,medium
611,0.09,0.95,7,256,4,0,0,marketing,medium
612,0.39,0.53,2,127,3,0,0,sales,medium
613,0.37,0.47,2,138,3,1,0,accounting,medium
614,0.81,0.97,5,243,5,0,0,support,medium
615,0.09,0.9,7,296,4,0,0,technical,medium
616,0.1,0.88,7,267,4,0,0,management,medium
617,0.39,0.49,2,144,3,0,0,marketing,medium
618,0.83,0.95,4,251,5,0,0,marketing,medium
619,0.45,0.57,2,148,3,0,0,marketing,high
620,0.43,0.51,2,141,3,0,0,sales,low
621,0.8,0.75,3,268,2,0,0,sales,medium
622,0.1,0.86,6,247,4,0,0,sales,medium
623,0.1,0.55,2,247,4,0,0,sales,medium
624,0.36,0.52,2,146,3,0,0,sales,medium
625,0.38,0.5,2,140,3,0,0,sales,low
626,0.78,0.98,5,263,6,0,0,sales,low
627,0.44,0.49,2,145,3,0,0,sales,low
628,0.41,0.46,2,156,3,1,0,sales,low
629,0.72,0.85,5,244,6,0,0,sales,low
630,0.46,0.54,2,144,3,0,0,sales,low
631,0.1,0.9,7,286,4,0,0,sales,low
632,0.34,0.67,4,141,2,0,0,sales,low
633,0.11,0.89,6,260,5,0,0,sales,low
634,0.38,0.56,2,154,3,0,0,sales,low
635,0.82,0.92,5,225,5,0,0,sales,low
636,0.39,0.57,2,127,3,0,0,sales,low
637,0.44,0.53,2,140,3,0,0,sales,low
638,0.43,0.52,2,147,3,0,0,sales,low
639,0.84,0.83,4,227,5,0,0,accounting,low
640,0.43,0.48,2,153,3,0,0,accounting,low
641,0.37,0.52,2,128,3,0,0,accounting,low
642,0.74,0.97,4,228,5,0,0,hr,low
643,0.73,0.97,5,235,5,0,0,hr,low
644,0.37,0.47,2,148,3,0,0,hr,low
645,0.58,0.62,4,238,3,0,0,hr,low
646,0.4,0.54,2,141,3,0,0,technical,medium
647,0.51,0.83,5,249,4,0,0,technical,medium
648,0.46,0.5,2,151,3,0,0,technical,medium
649,0.45,0.54,2,129,3,0,0,technical,medium
650,0.46,0.5,2,156,3,0,0,technical,medium
651,0.39,0.45,2,134,3,0,0,technical,medium
652,0.09,0.88,6,269,4,0,0,technical,medium
653,0.09,0.77,6,290,4,0,0,technical,medium
654,0.37,0.51,2,132,3,0,0,technical,medium
655,0.1,0.89,7,308,4,0,0,technical,medium
656,0.77,1,4,232,5,0,0,technical,medium
657,0.79,0.86,5,235,5,0,0,support,medium
658,0.43,0.55,2,130,3,0,0,support,high
659,0.38,0.53,2,146,3,0,0,support,low
660,0.77,0.91,5,221,6,0,0,support,medium
661,0.44,0.5,2,130,3,0,0,support,medium
662,0.39,0.46,2,136,3,0,0,support,medium
663,0.78,0.89,5,274,6,0,0,support,medium
664,0.1,0.79,6,256,5,0,0,support,low
665,0.1,0.77,5,276,4,0,0,support,low
666,0.75,0.85,5,267,5,0,0,support,low
667,0.46,0.62,6,213,3,0,0,support,low
668,0.91,0.97,4,274,6,0,0,technical,low
669,0.1,0.92,6,258,4,0,0,technical,low
670,0.72,0.6,3,153,5,0,0,technical,low
671,0.11,0.95,6,245,4,0,0,management,low
672,0.11,0.94,6,264,4,0,0,IT,low
673,0.46,0.57,2,154,3,0,0,IT,low
674,0.37,0.46,2,149,3,0,0,IT,low
675,0.46,0.5,2,157,3,0,0,IT,low
676,0.43,0.57,2,127,3,0,0,IT,low
677,0.11,0.82,6,270,4,0,0,product_mng,low
678,0.73,0.89,5,236,6,0,0,product_mng,low
679,0.43,0.47,2,158,3,0,0,product_mng,low
680,0.86,1,5,229,5,0,0,product_mng,low
681,0.1,0.83,6,269,4,0,0,IT,low
682,0.4,0.49,2,128,3,0,0,sales,low
683,0.11,0.87,7,278,4,0,0,sales,low
684,0.86,0.98,3,158,5,0,0,sales,low
685,0.42,1,3,202,3,0,0,sales,medium
686,0.79,0.84,4,240,5,0,0,sales,medium
687,0.1,0.96,7,255,4,0,0,marketing,medium
688,0.09,0.92,7,254,4,0,0,sales,medium
689,0.09,0.82,6,257,4,0,0,accounting,medium
690,0.87,1,4,228,5,0,0,support,medium
691,0.36,0.49,2,145,3,0,0,technical,medium
692,0.42,0.75,3,218,4,0,0,management,medium
693,0.84,0.86,5,268,5,0,0,marketing,medium
694,0.1,0.83,6,278,4,0,0,marketing,medium
695,0.78,0.71,3,249,5,0,0,marketing,medium
696,0.35,0.99,3,236,4,0,0,sales,medium
697,0.1,0.81,7,291,4,0,0,sales,high
698,0.11,0.8,6,306,4,0,0,sales,low
699,0.43,0.48,2,135,3,0,0,sales,medium
700,0.38,0.45,2,156,3,0,0,sales,medium
701,0.46,0.54,2,143,3,0,0,sales,medium
702,0.89,0.82,4,243,5,0,0,sales,medium
703,0.45,0.5,2,147,3,0,0,sales,low
704,0.44,0.53,2,159,3,0,0,sales,low
705,0.74,0.54,5,216,3,0,0,sales,low
706,0.45,0.54,2,152,3,0,0,sales,low
707,0.79,0.93,4,226,5,0,0,sales,low
708,0.79,0.91,5,271,5,0,0,sales,low
709,0.11,0.87,6,255,4,0,0,sales,low
710,0.42,0.48,2,140,3,0,0,sales,low
711,0.64,0.9,6,252,2,0,0,sales,low
712,0.4,0.55,2,159,3,0,0,sales,low
713,0.84,0.98,5,270,5,0,0,sales,low
714,0.73,0.92,5,232,5,0,0,sales,low
715,0.4,0.51,2,144,3,0,0,accounting,low
716,0.36,0.45,2,127,3,0,0,accounting,low
717,0.43,0.47,2,131,3,0,0,accounting,low
718,0.11,0.78,6,243,4,0,0,hr,low
719,0.91,1,5,244,6,0,0,hr,low
720,0.8,1,5,260,5,0,0,hr,low
721,0.42,0.49,2,139,3,0,0,hr,low
722,0.31,0.87,4,184,3,0,0,technical,low
723,0.44,0.47,2,130,3,0,0,technical,low
724,0.38,0.54,2,135,3,0,0,technical,medium
725,0.45,0.56,2,146,3,0,0,technical,medium
726,0.43,0.46,2,149,3,0,0,technical,medium
727,0.45,0.46,2,153,3,1,0,technical,medium
728,0.43,0.57,2,160,3,0,0,technical,medium
729,0.43,0.49,2,160,3,0,0,technical,medium
730,0.09,0.83,6,282,4,0,0,technical,medium
731,0.43,0.47,2,128,3,0,0,technical,medium
732,0.79,0.94,4,232,5,0,0,technical,medium
733,0.85,0.58,3,226,2,0,0,support,medium
734,0.38,0.45,2,129,3,0,0,support,medium
735,0.11,0.92,7,255,4,0,0,support,medium
736,0.83,0.99,5,258,5,0,0,support,high
737,0.81,0.91,4,229,5,0,0,support,low
738,0.42,0.56,2,143,3,0,0,support,medium
739,0.11,0.87,6,257,4,0,0,support,medium
740,0.11,0.85,7,275,4,0,0,support,medium
741,0.1,0.89,7,291,4,0,0,support,medium
742,0.5,0.54,5,153,4,0,0,support,low
743,0.44,0.49,2,154,3,0,0,support,low
744,0.11,0.9,6,301,4,0,0,technical,low
745,0.39,0.52,2,134,3,0,0,technical,low
746,0.11,0.78,6,245,4,0,0,technical,low
747,0.36,0.5,2,132,3,0,0,management,low
748,0.43,0.51,2,130,3,0,0,IT,low
749,0.4,0.5,2,127,3,0,0,IT,low
750,0.86,0.84,4,246,6,0,0,IT,low
751,0.38,0.49,2,145,3,0,0,IT,low
752,0.46,0.45,2,138,3,0,1,IT,low
753,0.37,0.57,2,129,3,0,0,product_mng,low
754,0.43,0.52,2,150,3,0,0,product_mng,low
755,0.66,0.93,5,253,5,0,0,product_mng,low
756,0.37,0.48,2,160,3,0,0,product_mng,low
757,0.77,0.92,5,235,5,0,0,IT,low
758,0.38,0.55,2,151,3,0,0,sales,low
759,0.39,0.54,2,127,3,0,0,sales,low
760,0.41,0.55,2,151,3,0,0,sales,low
761,0.1,0.9,7,290,4,0,0,sales,low
762,0.09,0.93,6,249,4,0,0,sales,low
763,0.41,0.47,2,131,3,0,0,marketing,medium
764,0.39,0.46,2,159,3,0,0,sales,medium
765,0.83,0.99,4,223,5,0,0,accounting,medium
766,0.09,0.87,3,214,2,0,0,support,medium
767,0.75,0.81,5,227,5,0,0,technical,medium
768,0.44,0.54,2,127,3,0,0,management,medium
769,0.1,0.84,6,293,5,0,0,marketing,medium
770,0.42,0.46,2,141,3,0,0,marketing,medium
771,0.1,0.83,6,300,4,0,0,marketing,medium
772,0.1,0.86,6,309,4,0,0,sales,medium
773,0.31,0.77,4,149,3,0,0,sales,medium
774,0.42,0.54,2,159,3,0,0,sales,medium
775,0.38,0.5,2,152,3,0,0,sales,high
776,0.39,0.57,2,158,3,0,0,sales,low
777,0.1,0.97,6,254,5,0,0,sales,medium
778,0.11,0.93,6,294,4,0,0,sales,medium
779,0.1,0.92,7,269,4,0,0,sales,medium
780,0.11,0.9,7,247,4,0,0,sales,medium
781,0.44,0.65,3,271,4,0,0,sales,low
782,0.91,0.96,4,232,5,0,0,sales,low
783,0.72,1,4,245,5,0,0,sales,low
784,0.36,0.46,2,132,3,0,0,sales,low
785,0.44,0.57,2,131,3,0,0,sales,low
786,0.85,0.99,5,248,5,0,0,sales,low
787,0.78,0.93,5,225,5,0,0,sales,low
788,0.39,0.46,2,156,3,0,0,sales,low
789,0.78,0.81,3,222,2,0,0,sales,low
790,0.1,0.92,6,243,4,1,0,sales,low
791,0.23,0.99,4,204,4,1,0,accounting,low
792,0.11,0.87,6,301,4,0,0,accounting,low
793,0.9,0.83,5,259,5,0,0,accounting,low
794,0.91,0.89,4,247,5,0,0,hr,low
795,0.11,0.79,7,295,4,0,0,hr,low
796,0.43,0.54,2,150,3,0,0,hr,low
797,0.45,0.49,2,151,3,0,0,hr,low
798,0.11,0.91,5,291,4,0,0,technical,low
799,0.11,0.93,6,253,4,1,0,technical,low
800,0.43,0.5,2,161,3,0,0,technical,low
801,0.91,0.97,4,251,6,0,0,technical,low
802,0.43,0.55,2,153,3,0,0,technical,medium
803,0.85,0.82,5,264,6,0,0,technical,medium
804,0.1,0.77,6,310,4,0,0,technical,medium
805,0.81,0.95,5,266,5,0,0,technical,medium
806,0.36,0.62,4,237,2,0,0,technical,medium
807,0.45,0.54,2,138,3,0,0,technical,medium
808,0.86,1,5,227,5,0,0,technical,medium
809,0.71,1,4,300,5,0,0,support,medium
810,0.11,0.97,7,310,4,0,0,support,medium
811,0.84,0.93,5,236,5,0,0,support,medium
812,0.09,0.97,7,288,4,0,0,support,medium
813,0.38,0.49,2,127,3,0,0,support,medium
814,0.15,0.55,6,139,4,0,0,support,high
815,0.1,0.92,7,253,4,1,0,support,low
816,0.8,0.97,4,218,5,1,0,support,medium
817,0.84,0.97,5,251,5,0,0,support,medium
818,0.11,0.87,6,264,4,0,0,support,medium
819,0.89,0.79,3,149,2,0,0,support,medium
820,0.45,0.51,2,138,3,0,0,technical,low
821,0.11,0.93,7,284,4,0,0,technical,low
822,0.74,0.93,5,244,5,0,0,technical,low
823,0.41,0.5,2,128,3,0,0,management,low
824,0.44,0.53,2,154,3,0,0,IT,low
825,0.37,0.56,2,138,3,0,0,IT,low
826,0.11,0.86,6,308,4,0,0,IT,low
827,0.1,0.93,6,269,4,0,0,IT,low
828,0.7,0.74,6,136,3,0,0,IT,low
829,0.59,1,2,160,5,0,0,product_mng,low
830,0.38,0.53,2,138,3,0,0,product_mng,low
831,0.72,0.95,4,220,5,0,0,product_mng,low
832,0.73,1,5,274,5,0,0,product_mng,low
833,0.39,0.48,2,161,3,0,0,IT,low
834,0.89,0.82,5,224,6,0,0,RandD,low
835,0.89,1,4,260,5,0,0,RandD,low
836,0.11,0.78,6,300,4,1,0,RandD,low
837,0.43,0.56,2,133,3,0,0,RandD,low
838,0.09,0.93,6,308,4,0,0,RandD,low
839,0.81,0.9,5,238,6,0,0,marketing,low
840,0.37,0.53,2,126,3,0,0,sales,low
841,0.36,0.56,2,138,3,0,0,accounting,medium
842,0.11,0.85,6,299,4,0,0,support,medium
843,0.1,0.85,6,254,4,0,0,technical,medium
844,0.66,0.47,7,156,2,0,0,management,medium
845,0.39,0.47,2,152,3,0,0,marketing,medium
846,0.44,0.51,2,146,3,0,0,marketing,medium
847,0.1,0.84,6,253,4,0,0,marketing,medium
848,0.79,0.94,5,227,6,0,0,sales,medium
849,0.1,0.81,6,301,4,1,0,sales,medium
850,0.54,0.94,6,294,3,0,0,sales,medium
851,0.37,0.47,2,151,3,0,0,sales,medium
852,0.37,0.57,2,128,3,0,0,sales,medium
853,0.82,0.89,5,217,5,0,0,sales,high
854,0.45,0.52,2,160,3,0,0,sales,low
855,0.79,0.9,5,263,5,0,0,sales,medium
856,0.42,0.56,2,156,3,0,0,sales,medium
857,0.1,0.85,6,273,4,0,0,sales,medium
858,0.11,0.78,6,303,4,0,0,sales,medium
859,0.74,1,4,253,5,0,0,sales,low
860,0.1,0.93,6,270,4,0,0,sales,low
861,0.79,1,4,218,5,0,0,sales,low
862,0.43,0.48,2,144,3,0,0,sales,low
863,0.41,0.47,2,154,3,0,0,sales,low
864,0.39,0.55,2,146,3,0,0,sales,low
865,0.1,0.94,6,260,4,0,0,sales,low
866,0.82,0.85,5,218,5,0,0,sales,low
867,0.41,0.46,2,128,3,0,0,accounting,low
868,0.42,0.56,2,128,3,0,0,accounting,low
869,0.74,0.88,4,248,6,0,0,accounting,low
870,0.38,0.57,2,152,3,1,0,hr,low
871,0.39,0.56,2,126,3,0,0,hr,low
872,0.87,0.94,4,260,5,0,0,hr,low
873,0.1,0.9,5,263,4,0,0,hr,low
874,0.78,1,5,220,5,0,0,technical,low
875,0.14,0.73,7,282,5,0,0,technical,low
876,0.11,0.94,6,277,5,0,0,technical,low
877,0.91,0.94,5,257,5,0,0,technical,low
878,0.49,0.63,6,265,3,0,0,technical,low
879,0.38,0.47,2,143,3,0,0,technical,low
880,0.82,0.97,5,263,5,0,0,technical,medium
881,0.38,0.88,3,154,4,0,0,technical,medium
882,0.89,1,5,253,5,0,0,technical,medium
883,0.11,0.79,6,294,4,0,0,technical,medium
884,0.37,0.51,2,128,3,0,0,technical,medium
885,0.38,0.5,2,153,3,0,0,support,medium
886,0.78,0.87,5,256,5,0,0,support,medium
887,0.41,0.51,2,127,3,0,0,support,medium
888,0.41,0.51,2,137,3,0,0,support,medium
889,0.11,0.83,6,295,4,0,0,support,medium
890,0.11,0.79,6,281,4,0,0,support,medium
891,0.43,0.57,2,131,3,1,0,support,medium
892,0.75,0.86,5,237,5,0,0,support,high
893,0.74,0.99,4,276,5,0,0,support,low
894,0.85,0.85,5,267,5,0,0,support,medium
895,0.73,0.92,5,266,5,0,0,support,medium
896,0.1,0.79,6,294,4,0,0,technical,medium
897,0.44,0.56,2,134,3,0,0,technical,medium
898,0.3,0.56,3,309,4,1,0,technical,low
899,0.11,0.77,7,273,4,0,0,management,low
900,0.84,0.83,5,238,5,0,0,IT,low
901,0.78,0.94,5,271,6,0,0,IT,low
902,0.43,0.53,2,145,3,0,0,IT,low
903,0.36,0.55,2,152,3,0,0,IT,low
904,0.43,0.47,2,128,3,0,0,IT,low
905,0.45,0.46,2,142,3,0,0,product_mng,low
906,0.76,0.93,5,238,5,0,0,product_mng,low
907,0.1,0.78,7,286,4,0,0,product_mng,low
908,0.09,0.86,6,291,4,0,0,product_mng,low
909,0.92,1,5,259,5,0,0,IT,low
910,0.92,0.9,5,248,5,0,0,sales,low
911,0.79,0.98,4,271,5,0,0,sales,low
912,0.43,0.51,2,140,3,0,0,sales,low
913,0.8,0.95,4,274,5,0,0,sales,low
914,0.44,0.49,2,127,3,1,0,sales,low
915,0.89,0.87,5,275,6,0,0,marketing,low
916,0.48,0.88,3,239,3,0,0,sales,low
917,0.11,0.82,6,304,4,1,0,accounting,low
918,0.38,0.55,2,145,3,0,0,support,low
919,0.11,0.85,6,259,4,0,0,technical,medium
920,0.82,0.86,4,264,5,0,0,management,medium
921,0.37,0.45,2,160,3,0,0,marketing,medium
922,0.4,0.48,2,138,3,0,0,marketing,medium
923,0.43,0.47,2,137,3,0,0,marketing,medium
924,0.44,0.5,2,156,3,0,0,sales,medium
925,0.42,0.56,2,147,3,0,0,sales,medium
926,0.11,0.8,7,243,4,0,0,sales,medium
927,0.78,0.87,4,236,5,0,0,sales,medium
928,0.46,0.86,2,212,4,0,0,sales,medium
929,0.77,0.91,5,261,6,0,0,sales,medium
930,0.83,0.82,4,243,5,0,0,sales,medium
931,0.32,0.58,5,271,5,0,0,sales,high
932,0.9,0.92,5,154,4,0,0,sales,low
933,0.42,0.52,2,151,3,0,0,sales,medium
934,0.1,0.96,6,254,4,1,0,sales,medium
935,0.1,0.91,6,285,4,0,0,sales,medium
936,0.44,0.49,2,130,3,0,0,sales,medium
937,0.1,0.95,7,301,4,0,0,sales,low
938,0.11,0.8,6,286,4,0,0,sales,low
939,0.1,0.89,6,246,4,0,0,sales,low
940,0.39,0.47,2,135,3,0,0,sales,low
941,0.92,0.92,4,245,5,0,0,sales,low
942,0.43,0.56,2,136,3,0,0,sales,low
943,0.11,0.89,6,301,4,0,0,accounting,low
944,0.81,1,5,235,5,0,0,accounting,low
945,0.11,0.85,7,272,4,0,0,accounting,low
946,0.87,1,5,274,5,0,0,hr,low
947,0.37,0.46,2,131,3,0,0,hr,low
948,0.39,0.56,2,135,3,0,0,hr,low
949,0.61,0.86,4,196,4,0,0,hr,low
950,0.11,0.95,6,285,4,0,0,technical,low
951,0.09,0.9,7,289,5,0,0,technical,low
952,0.36,0.52,2,157,3,0,0,technical,low
953,0.09,0.94,6,308,4,0,0,technical,low
954,0.41,0.71,4,301,5,0,0,technical,low
955,0.4,0.46,2,131,3,0,0,technical,low
956,0.1,0.91,6,262,5,1,0,technical,low
957,0.46,0.53,2,143,3,1,0,technical,low
958,0.39,0.57,2,133,3,0,0,technical,medium
959,0.41,0.5,2,153,3,0,0,technical,medium
960,0.1,0.94,7,281,4,0,0,technical,medium
961,0.39,0.51,2,132,3,0,0,support,medium
962,0.73,0.83,5,270,5,1,0,support,medium
963,0.41,0.45,2,150,3,0,0,support,medium
964,0.37,0.51,2,140,3,0,0,support,medium
965,0.38,0.5,2,150,3,1,0,support,medium
966,0.8,0.63,5,180,5,0,0,support,medium
967,0.09,0.85,5,281,4,0,0,support,medium
968,0.85,0.92,4,275,5,0,0,support,medium
969,0.42,0.54,2,130,3,0,0,support,medium
970,0.41,0.48,2,130,3,0,0,support,high
971,0.38,0.46,2,147,3,0,0,support,low
972,0.72,1,5,264,5,0,0,technical,medium
973,0.11,0.74,6,290,5,0,0,technical,medium
974,0.37,0.47,2,150,3,0,0,technical,medium
975,0.1,0.81,6,304,4,0,0,management,medium
976,0.36,0.54,2,136,3,0,0,IT,low
977,0.92,0.94,5,307,5,0,0,IT,low
978,0.11,0.87,5,303,4,0,0,IT,low
979,0.39,0.56,2,156,3,0,0,IT,low
980,0.11,0.95,6,271,4,0,0,IT,low
981,0.45,0.45,2,140,3,0,0,product_mng,low
982,0.44,0.55,2,130,3,1,0,product_mng,low
983,0.85,0.97,4,266,6,0,0,product_mng,low
984,0.43,0.52,2,139,3,0,0,product_mng,low
985,0.75,0.86,5,260,5,0,0,IT,low
986,0.11,0.55,2,137,3,1,0,RandD,low
987,0.36,0.5,2,158,3,0,0,RandD,low
988,0.1,0.79,6,249,4,0,0,RandD,low
989,0.74,0.89,5,259,5,0,0,RandD,low
990,0.4,0.46,2,144,3,0,0,RandD,low
991,0.09,0.77,6,244,4,0,0,marketing,low
992,0.76,0.91,4,219,5,0,0,sales,low
993,0.45,0.57,2,151,3,0,0,accounting,low
994,0.84,0.88,4,269,5,0,0,support,low
995,0.38,0.45,2,127,3,0,0,technical,low
996,0.38,0.46,2,144,3,0,0,management,low
997,0.38,0.54,2,157,3,0,0,marketing,medium
998,0.86,0.94,5,224,5,0,0,marketing,medium
999,0.37,0.46,2,155,3,0,0,marketing,medium